Index,Company Name,Company Address,Company Country,Company Link,Industry,Batch,Sub Industry,Founded,Team Size,Company Status
1601,AI.Fashion,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/ai-fashion,B2B,Summer 2020,B2B -> Marketing,2020,11,Inactive
1602,Letter,"San Diego, CA, USA; Remote",USA,https://www.ycombinator.com/companies/letter,Fintech,Summer 2020,Fintech -> Banking and Exchange,2019,9,Inactive
1603,OneKey,"Paris, Île-de-France, France; Remote",France,https://www.ycombinator.com/companies/onekey,Fintech,Summer 2020,Fintech -> Consumer Finance,2021,3,Inactive
1604,Virtually,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/virtually,B2B,Summer 2020,B2B,2019,5,Inactive
1605,Memo,"Exeter, England, United Kingdom; Remote",United Kingdom,https://www.ycombinator.com/companies/memo,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2019,2,Inactive
1606,Intelligent,"Los Altos, CA, USA; Remote",USA,https://www.ycombinator.com/companies/intelligent,B2B,Summer 2020,B2B -> Sales,2020,4,Inactive
1607,Jam.gg (formerly Piepacker),"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/jam-gg,Consumer,Summer 2020,Consumer -> Gaming,2020,,Inactive
1608,Tydo,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/polyops,B2B,Summer 2020,B2B -> Analytics,2020,14,Inactive
1609,In Stock,"Santa Cruz, CA, USA",USA,https://www.ycombinator.com/companies/in-stock,B2B,Summer 2020,B2B -> Retail,2020,2,Inactive
1610,Hyper Online,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/hyper-online,Consumer,Summer 2020,Consumer -> Social,2021,7,Inactive
1611,Streamdal,"Portland, OR, USA; Remote",USA,https://www.ycombinator.com/companies/streamdal,B2B,Summer 2020,B2B -> Infrastructure,2020,9,Inactive
1612,Oico,"São Paulo, SP, Brazil",Brazil,https://www.ycombinator.com/companies/oico,B2B,Summer 2020,B2B -> Operations,2020,35,Inactive
1613,buildspace,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/buildspace,Education,Summer 2020,Education,2019,5,Inactive
1614,ClearMix,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/clearmix,B2B,Summer 2020,B2B -> Marketing,2019,7,Inactive
1615,TANGObuilder,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/tangobuilder,Real Estate and Construction,Summer 2020,Real Estate and Construction -> Construction,2019,9,Inactive
1616,Foreword,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/foreword,Education,Summer 2020,Education,2020,2,Inactive
1617,Monosi,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/monosi,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2020,2,Inactive
1618,Atomized,"Charlotte, NC, USA; Remote",USA,https://www.ycombinator.com/companies/atomized,B2B,Summer 2020,B2B -> Infrastructure,2020,3,Inactive
1619,Duckly,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/gitduck,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2019,5,Inactive
1620,Jeevam Health,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/jeevam-health,Healthcare,Summer 2020,Healthcare -> Consumer Health and Wellness,2020,25,Inactive
1621,Queue,"Miami, FL, USA; Remote",USA,https://www.ycombinator.com/companies/queue,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2021,5,Inactive
1622,Nototo,"Vancouver, BC, Canada",Canada,https://www.ycombinator.com/companies/nototo,B2B,Summer 2020,B2B -> Productivity,2019,3,Inactive
1623,RTCanary,"San Jose, CA, USA; Remote",USA,https://www.ycombinator.com/companies/rtcanary,Consumer,Summer 2020,Consumer -> Virtual and Augmented Reality,2020,,Inactive
1624,Bento,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/bento,B2B,Summer 2020,B2B -> Productivity,2020,,Inactive
1625,Rume,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/rume,Consumer,Summer 2020,Consumer -> Social,2019,3,Inactive
1626,Metamanagement,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/metamanagement,B2B,Summer 2020,B2B -> Infrastructure,2019,1,Inactive
1627,Reploy,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/reploy,B2B,Summer 2020,B2B -> Infrastructure,2020,4,Inactive
1628,Overfit,"Mountain View, CA, USA",USA,https://www.ycombinator.com/companies/overfit,Healthcare,Summer 2020,Healthcare -> Consumer Health and Wellness,2020,4,Inactive
1629,Trident Bioscience,"Mountain View, CA, USA; Remote",USA,https://www.ycombinator.com/companies/trident-bioscience,Healthcare,Summer 2020,Healthcare -> Drug Discovery and Delivery,2020,1,Inactive
1630,Racer,"New York, NY, USA",USA,https://www.ycombinator.com/companies/racer,Consumer,Summer 2020,Consumer -> Food and Beverage,,7,Inactive
1631,Openbase,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/openbase,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2019,,Inactive
1632,Unfaze AI,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/unfaze-ai,B2B,Summer 2020,B2B,2020,7,Inactive
1633,Careerist,"Sunnyvale, CA, USA; Remote",USA,https://www.ycombinator.com/companies/careerist,Education,Summer 2021,Education,2019,100,Active
1634,JABU,"Windhoek, Khomas Region, Namibia",Namibia,https://www.ycombinator.com/companies/jabu,Fintech,Summer 2021,Fintech -> Payments,2020,40,Active
1635,Revolve Surgical,"Toronto, ON, Canada",Canada,https://www.ycombinator.com/companies/revolve-surgical,Healthcare,Summer 2021,Healthcare -> Medical Devices,2019,8,Active
1636,Liv Labs,"Chicago, IL, USA; Remote",USA,https://www.ycombinator.com/companies/liv-labs-inc,Healthcare,Summer 2021,Healthcare -> Consumer Health and Wellness,2017,1,Active
1637,Mecho Autotech,"Lagos, LA, Nigeria; LA, Nigeria",Nigeria,https://www.ycombinator.com/companies/mecho-autotech,Industrials,Summer 2021,Industrials -> Automotive,2021,35,Active
1638,Sully.ai,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/sully-ai,B2B,Summer 2021,B2B -> Productivity,2023,49,Active
1639,Beau,"Barcelona, CT, Spain; CT, Spain; Remote",Spain,https://www.ycombinator.com/companies/beau,B2B,Summer 2021,B2B -> Operations,2021,5,Active
1640,Toku,"Mexico City, CDMX, Mexico",Mexico,https://www.ycombinator.com/companies/toku,B2B,Summer 2021,B2B -> Finance and Accounting,2020,150,Active
1641,Exa,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/exa,B2B,Summer 2021,B2B,2021,22,Active
1642,Safer Management,"Dallas, TX, USA",USA,https://www.ycombinator.com/companies/safer-management,B2B,Summer 2021,B2B,2020,5,Active
1643,Chipax,"Santiago, Santiago Metropolitan Region, Chile; Remote",Chile,https://www.ycombinator.com/companies/chipax,B2B,Summer 2021,B2B -> Finance and Accounting,2016,37,Active
1644,Amenli,"Cairo, Cairo Governorate, Egypt",Egypt,https://www.ycombinator.com/companies/amenli,Fintech,Summer 2021,Fintech -> Insurance,2020,65,Active
1645,Pide Directo,"Monterrey, N.L., Mexico",Mexico,https://www.ycombinator.com/companies/pide-directo,B2B,Summer 2021,B2B -> Supply Chain and Logistics,2020,150,Active
1646,Lightly,"Zürich, ZH, Switzerland",Switzerland,https://www.ycombinator.com/companies/lightly,B2B,Summer 2021,"B2B -> Engineering, Product and Design",2018,5,Active
1647,Nash,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/nash,B2B,Summer 2021,B2B -> Supply Chain and Logistics,2021,11,Active
1648,Equipt Health,"Seattle, WA, USA",USA,https://www.ycombinator.com/companies/equipt-health,Healthcare,Summer 2021,Healthcare,2021,,Active
1649,Payflow,"Madrid, Community of Madrid, Spain",Spain,https://www.ycombinator.com/companies/payflow,B2B,Summer 2021,B2B -> Human Resources,2020,50,Active
1650,Charge Robotics,"Oakland, CA, USA",USA,https://www.ycombinator.com/companies/charge-robotics,Industrials,Summer 2021,Industrials -> Manufacturing and Robotics,2021,25,Active
1651,Ahazou,"São Paulo, SP, Brazil; Remote",Brazil,https://www.ycombinator.com/companies/ahazou,B2B,Summer 2021,B2B -> Marketing,2017,27,Active
1652,Titipku,"Jakarta, Jakarta, Indonesia",Indonesia,https://www.ycombinator.com/companies/titipku,Consumer,Summer 2021,Consumer,2017,19,Active
1653,HEO Robotics,"Sydney, NSW, Australia",Australia,https://www.ycombinator.com/companies/heo-robotics,Industrials,Summer 2021,Industrials -> Aviation and Space,2016,3,Active
1654,Turion Space,"Irvine, CA, USA",USA,https://www.ycombinator.com/companies/turion-space,Industrials,Summer 2021,Industrials -> Aviation and Space,2020,15,Active
1655,Stepful,"New York, NY, USA",USA,https://www.ycombinator.com/companies/stepful,Education,Summer 2021,Education,2021,100,Active
1656,Synder,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/synder,B2B,Summer 2021,B2B -> Finance and Accounting,2019,,Active
1657,Café,"Paris, Île-de-France, France",France,https://www.ycombinator.com/companies/cafe,B2B,Summer 2021,B2B -> Human Resources,2020,10,Active
1658,Datlo,"Maringá, PR, Brazil",Brazil,https://www.ycombinator.com/companies/datlo,B2B,Summer 2021,B2B -> Analytics,2019,60,Active
1659,Aviator,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/aviator,B2B,Summer 2021,"B2B -> Engineering, Product and Design",2021,6,Active
1660,VedaBio,"San Diego, CA, USA; Urbana, IL, USA",USA,https://www.ycombinator.com/companies/vedabio,Healthcare,Summer 2021,Healthcare -> Diagnostics,2021,30,Active
1661,Sitenna,"Atlanta, GA, USA; Remote",USA,https://www.ycombinator.com/companies/sitenna,B2B,Summer 2021,B2B,2020,7,Active
1662,Evidence,"Toronto, ON, Canada; Remote",Canada,https://www.ycombinator.com/companies/evidence,B2B,Summer 2021,B2B -> Analytics,2021,6,Active
1663,Luminate,"Galway, County Galway, Ireland",Ireland,https://www.ycombinator.com/companies/luminate-medical,Healthcare,Summer 2021,Healthcare -> Medical Devices,2019,55,Active
1664,Medium Biosciences,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/medium-biosciences,Healthcare,Summer 2021,Healthcare -> Therapeutics,2021,6,Active
1665,Adravision,"Singapore, Singapore; Remote",Singapore,https://www.ycombinator.com/companies/adravision,Healthcare,Summer 2021,Healthcare -> Healthcare IT,2021,8,Active
1666,Birdie,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/birdie,B2B,Summer 2021,B2B -> Sales,2021,2,Active
1667,SFA Therapeutics,"Philadelphia, PA, USA",USA,https://www.ycombinator.com/companies/sfa-therapeutics-inc,Healthcare,Summer 2021,Healthcare -> Therapeutics,2016,4,Active
1668,Crew,"Paris, Île-de-France, France; Remote",France,https://www.ycombinator.com/companies/crew,B2B,Summer 2021,B2B -> Recruiting and Talent,2021,6,Active
1669,Therify,Remote,Remote,https://www.ycombinator.com/companies/therify,B2B,Summer 2021,B2B -> Human Resources,2021,3,Active
1670,Phykos,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/phykos,Industrials,Summer 2021,Industrials -> Climate,2020,2,Active
1671,Hirebolt,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/hirebolt,B2B,Summer 2021,B2B -> Human Resources,2021,3,Active
1672,Plai,"Los Angeles, CA, USA; Remote",USA,https://www.ycombinator.com/companies/plai,B2B,Summer 2021,B2B -> Marketing,2020,20,Active
1673,Atlas,"Singapore, Singapore",Singapore,https://www.ycombinator.com/companies/atlas,B2B,Summer 2021,B2B,2021,18,Active
1674,CellChorus,"Houston, TX, USA",USA,https://www.ycombinator.com/companies/cellchorus,Healthcare,Summer 2021,Healthcare -> Drug Discovery and Delivery,2020,4,Active
1675,Output Biosciences,"New York, NY, USA",USA,https://www.ycombinator.com/companies/output,Healthcare,Summer 2021,Healthcare -> Therapeutics,2021,6,Active
1676,Abatable,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/abatable,Industrials,Summer 2021,Industrials -> Climate,2021,35,Active
1677,ContraForce,"McKinney, TX, USA; Remote",USA,https://www.ycombinator.com/companies/contraforce,B2B,Summer 2021,B2B -> Security,2021,15,Active
1678,Storylane,"Santa Clara, CA, USA",USA,https://www.ycombinator.com/companies/storylane,B2B,Summer 2021,B2B,2021,40,Active
1679,StrideQ,"Mountain View, CA, USA; Remote",USA,https://www.ycombinator.com/companies/strideq,B2B,Summer 2021,B2B -> Retail,2021,2,Active
1680,Sensible Biotechnologies,"Oxford, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/sensible-biotechnologies,Healthcare,Summer 2021,Healthcare -> Therapeutics,2021,24,Active
1681,Orderli,"Utrecht, UT, Netherlands; Amsterdam, NH, Netherlands",Netherlands,https://www.ycombinator.com/companies/orderli,B2B,Summer 2021,B2B,2020,6,Active
1682,Suplias,"Lagos, LA, Nigeria; LA, Nigeria",Nigeria,https://www.ycombinator.com/companies/suplias,Fintech,Summer 2021,Fintech,2019,9,Active
1683,Abhi,"Sindh, Pakistan",Pakistan,https://www.ycombinator.com/companies/abhi,Fintech,Summer 2021,Fintech -> Credit and Lending,2021,10,Active
1684,Pandai,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Malaysia,https://www.ycombinator.com/companies/pandai,Education,Summer 2021,Education,2020,32,Active
1685,Verde,"São Paulo, SP, Brazil",Brazil,https://www.ycombinator.com/companies/verde,Fintech,Summer 2021,Fintech -> Credit and Lending,2021,4,Active
1686,idemeum,"Palo Alto, CA, USA; Remote",USA,https://www.ycombinator.com/companies/idemeum,B2B,Summer 2021,B2B -> Security,2021,10,Active
1687,Shape,"London, England, United Kingdom; Remote",United Kingdom,https://www.ycombinator.com/companies/shape,B2B,Summer 2021,B2B -> Analytics,2021,4,Active
1688,Baubap,"Mexico City, CDMX, Mexico; Remote",Mexico,https://www.ycombinator.com/companies/baubap,Fintech,Summer 2021,Fintech -> Credit and Lending,2018,150,Active
1689,Novatr,"Gurugram, HR, India; Delhi, DL, India",India,https://www.ycombinator.com/companies/novatr,Education,Summer 2021,Education,2021,180,Active
1690,Malga,"Rio de Janeiro, RJ, Brazil",Brazil,https://www.ycombinator.com/companies/malga,Fintech,Summer 2021,Fintech -> Payments,2020,46,Active
1691,Tuli Health,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/tuli-health,Healthcare,Summer 2021,Healthcare,2021,4,Active
1692,Stownest,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/stownest,Consumer,Summer 2021,Consumer,2018,80,Active
1693,Filadd,"Córdoba, Cordoba, Argentina",Argentina,https://www.ycombinator.com/companies/filadd,Education,Summer 2021,Education,2018,100,Active
1694,Kiwi Biosciences,"Boston, MA, USA",USA,https://www.ycombinator.com/companies/kiwi-biosciences,Healthcare,Summer 2021,Healthcare -> Consumer Health and Wellness,2020,10,Active
1695,Luable,"Bogotá, Bogota, Colombia",Colombia,https://www.ycombinator.com/companies/luable,Fintech,Summer 2021,Fintech -> Asset Management,2021,40,Active
1696,Caire Health,"FL, USA",USA,https://www.ycombinator.com/companies/caire-health,Healthcare,Summer 2021,Healthcare -> Diagnostics,2021,3,Active
1697,Vibe Kanban,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/vibe-kanban,B2B,Summer 2021,"B2B -> Engineering, Product and Design",2021,10,Active
1698,Infer,"San Mateo, CA, USA; Bengaluru, KA, India",USA,https://www.ycombinator.com/companies/infer,B2B,Summer 2021,B2B -> Sales,2021,3,Active
1699,Pylon,"Cairo, Cairo Governorate, Egypt",Egypt,https://www.ycombinator.com/companies/pylon,B2B,Summer 2021,B2B -> Infrastructure,2017,70,Active
1700,Zuma,"San Francisco, CA, USA; Bengaluru, KA, India; Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/resident-boost,B2B,Summer 2021,B2B,2021,30,Active
1701,PAYZE,"Tbilisi, Tbilisi, Georgia; Tbilisi, Georgia",Georgia,https://www.ycombinator.com/companies/payze,Fintech,Summer 2021,Fintech -> Payments,2020,4,Active
1702,Humane Genomics,"New York, NY, USA",USA,https://www.ycombinator.com/companies/humane-genomics,Healthcare,Summer 2021,Healthcare -> Therapeutics,2019,5,Active
1703,Female Invest,"Copenhagen, Denmark; London, England, United Kingdom",Denmark,https://www.ycombinator.com/companies/female-invest,Fintech,Summer 2021,Fintech,2019,35,Active
1704,Ferveret,"San Jose, CA, USA",USA,https://www.ycombinator.com/companies/ferveret-inc,Industrials,Summer 2021,Industrials -> Climate,2021,13,Active
1705,Filta,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/filta,Consumer,Summer 2021,Consumer,2021,3,Active
1706,Siglo,"Mexico City, CDMX, Mexico",Mexico,https://www.ycombinator.com/companies/siglo,Consumer,Summer 2021,Consumer,2020,20,Active
1707,Waterplan,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/waterplan,B2B,Summer 2021,B2B,2021,80,Active
1708,Buoyant Aero,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/buoyant-aero,Industrials,Summer 2021,Industrials -> Drones,2020,2,Active
1709,Hudson Labs (formerly Bedrock AI),"Toronto, ON, Canada",Canada,https://www.ycombinator.com/companies/hudson-labs,B2B,Summer 2021,B2B -> Finance and Accounting,2019,5,Active
1710,Nomod,"Dubai, Dubai, United Arab Emirates; Remote",United Arab Emirates,https://www.ycombinator.com/companies/nomod,Fintech,Summer 2021,Fintech -> Payments,2021,65,Active
1711,Genuity,"Chicago, IL, USA",USA,https://www.ycombinator.com/companies/genuity,B2B,Summer 2021,B2B,2017,31,Active
1712,Genomelink,"Berkeley, CA, USA; Remote",USA,https://www.ycombinator.com/companies/genomelink,Healthcare,Summer 2021,Healthcare -> Consumer Health and Wellness,2017,15,Active
1713,Telmai,"San Francisco, CA, USA; Foster City, CA, USA; Remote",USA,https://www.ycombinator.com/companies/telmai,B2B,Summer 2021,B2B,2020,12,Active
1714,Infina,"Ho Chi Minh City, Ho Chi Minh City, Vietnam; Ho Chi Minh City, Vietnam",Vietnam,https://www.ycombinator.com/companies/infina,Fintech,Summer 2021,Fintech,2021,50,Active
1715,Adni,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/adni,Healthcare,Summer 2021,Healthcare,2021,5,Active
1716,Pillar,"Austin, TX, USA; Remote",USA,https://www.ycombinator.com/companies/pillar,Healthcare,Summer 2021,Healthcare -> Healthcare Services,2020,5,Active
